time_ref,"account","code","country_code","product_type",value,"status"
202306,"Exports","00","TR","Goods",14229250.0,"F"
202306,"Exports","00","TT","Goods",160006689.0,"F"
202306,"Exports","00","TV","Goods",1390051.0,"F"
202306,"Exports","00","TW","Goods",486448049.0,"F"
202306,"Exports","00","TZ","Goods",854768.0,"F"
202306,"Exports","00","UA","Goods",3424476.0,"F"
202306,"Exports","00","UG","Goods",62602.0,"F"
202306,"Exports","00","US","Goods",2255263299.0,"F"
202306,"Exports","00","UY","Goods",4169359.0,"F"
202306,"Exports","00","UZ","Goods",1364.0,"F"
202306,"Exports","00","VC","Goods",1297.0,"F"
202306,"Exports","00","VE","Goods",104209.0,"F"
202306,"Exports","00","VG","Goods",204044.0,"F"
202306,"Exports","00","VI","Goods",7779.0,"F"
202306,"Exports","00","VN","Goods",255884394.0,"F"
202306,"Exports","00","VU","Goods",15607747.0,"F"
202306,"Exports","00","WF","Goods",2356333.0,"F"
202306,"Exports","00","WS","Goods",34375502.0,"F"
202306,"Exports","00","YE","Goods",450654.0,"F"
202306,"Exports","00","YT","Goods",318092.0,"F"
202306,"Exports","00","ZA","Goods",39028376.0,"F"
202306,"Exports","00","ZB","Goods",69000000.0,"F"
202306,"Exports","00","ZE","Goods",303482594.0,"F"
202306,"Exports","00","ZM","Goods",255224.0,"F"
202306,"Exports","00","ZP","Goods",14671178.0,"F"
202306,"Exports","00","ZS","Goods",8850817.0,"F"
202306,"Exports","00","ZW","Goods",306021.0,"F"
202306,"Exports","01","AR","Goods",73839.0,"F"
202306,"Exports","01","AU","Goods",25034925.0,"F"
202306,"Exports","01","CA","Goods",3972813.0,"F"
202306,"Exports","01","CK","Goods",2411.0,"F"
202306,"Exports","01","CN","Goods",31894228.0,"F"
202306,"Exports","01","FJ","Goods",1068650.0,"F"
202306,"Exports","01","FR","Goods",59104.0,"F"
202306,"Exports","01","GB","Goods",712200.0,"F"
202306,"Exports","01","HK","Goods",1274000.0,"F"
202306,"Exports","01","ID","Goods",1602309.0,"F"
202306,"Exports","01","JP","Goods",3076043.0,"F"
202306,"Exports","01","LK","Goods",729613.0,"F"
202306,"Exports","01","MY","Goods",7959357.0,"F"
202306,"Exports","01","NP","Goods",729486.0,"F"
202306,"Exports","01","NU","Goods",2332.0,"F"
202306,"Exports","01","PE","Goods",73719.0,"F"
202306,"Exports","01","PF","Goods",132077.0,"F"
202306,"Exports","01","PG","Goods",885952.0,"F"
202306,"Exports","01","SG","Goods",775000.0,"F"
202306,"Exports","01","TH","Goods",4230384.0,"F"
202306,"Exports","01","TO","Goods",16105.0,"F"
202306,"Exports","01","TOT","Goods",84503380.0,"F"
202306,"Exports","01","VN","Goods",90798.0,"F"
202306,"Exports","01","VU","Goods",12423.0,"F"
202306,"Exports","01","WS","Goods",95612.0,"F"
202306,"Exports","0101","AU","Goods",25034925.0,"F"
202306,"Exports","0101","GB","Goods",543950.0,"F"
202306,"Exports","0101","HK","Goods",1167000.0,"F"
202306,"Exports","0101","MY","Goods",15000.0,"F"
202306,"Exports","0101","SG","Goods",775000.0,"F"
202306,"Exports","0102","CN","Goods",31894228.0,"F"
202306,"Exports","0104","AR","Goods",73839.0,"F"
202306,"Exports","0104","GB","Goods",6750.0,"F"
202306,"Exports","0104","HK","Goods",107000.0,"F"
202306,"Exports","0104","JP","Goods",243625.0,"F"
202306,"Exports","0104","PE","Goods",73719.0,"F"
202306,"Exports","0105","CK","Goods",2411.0,"F"
202306,"Exports","0105","FJ","Goods",1068650.0,"F"
202306,"Exports","0105","FR","Goods",59104.0,"F"
202306,"Exports","0105","ID","Goods",1602309.0,"F"
202306,"Exports","0105","JP","Goods",2740418.0,"F"
202306,"Exports","0105","LK","Goods",729613.0,"F"
202306,"Exports","0105","MY","Goods",7944357.0,"F"
202306,"Exports","0105","NP","Goods",729486.0,"F"
202306,"Exports","0105","NU","Goods",2332.0,"F"
202306,"Exports","0105","PF","Goods",132077.0,"F"
202306,"Exports","0105","PG","Goods",885952.0,"F"
202306,"Exports","0105","TH","Goods",4230384.0,"F"
202306,"Exports","0105","TO","Goods",16105.0,"F"
202306,"Exports","0105","VN","Goods",90798.0,"F"
202306,"Exports","0105","VU","Goods",12423.0,"F"
202306,"Exports","0105","WS","Goods",95612.0,"F"
202306,"Exports","0106","CA","Goods",3972813.0,"F"
202306,"Exports","0106","GB","Goods",161500.0,"F"
202306,"Exports","0106","JP","Goods",92000.0,"F"
202306,"Exports","02","AE","Goods",10649653.0,"F"
202306,"Exports","02","AS","Goods",799355.0,"F"
202306,"Exports","02","AT","Goods",658120.0,"F"
202306,"Exports","02","AU","Goods",5530375.0,"F"
202306,"Exports","02","BB","Goods",2672110.0,"F"
202306,"Exports","02","BE","Goods",59518810.0,"F"
202306,"Exports","02","BG","Goods",83280.0,"F"
202306,"Exports","02","BH","Goods",3629449.0,"F"
202306,"Exports","02","BS","Goods",466918.0,"F"
202306,"Exports","02","CA","Goods",53540014.0,"F"
202306,"Exports","02","CH","Goods",7871886.0,"F"
202306,"Exports","02","CK","Goods",1689604.0,"F"
202306,"Exports","02","CN","Goods",927370245.0,"F"
202306,"Exports","02","CY","Goods",1895492.0,"F"
202306,"Exports","02","CZ","Goods",221992.0,"F"
202306,"Exports","02","DE","Goods",78805349.0,"F"
202306,"Exports","02","DK","Goods",2830739.0,"F"
202306,"Exports","02","EE","Goods",373248.0,"F"
202306,"Exports","02","EG","Goods",759148.0,"F"
202306,"Exports","02","ES","Goods",4396469.0,"F"
202306,"Exports","02","FI","Goods",443917.0,"F"
202306,"Exports","02","FJ","Goods",9389645.0,"F"
202306,"Exports","02","FO","Goods",241824.0,"F"
202306,"Exports","02","FR","Goods",32305875.0,"F"
202306,"Exports","02","GA","Goods",246924.0,"F"
202306,"Exports","02","GB","Goods",105389705.0,"F"
202306,"Exports","02","GP","Goods",1775166.0,"F"
202306,"Exports","02","GR","Goods",10963822.0,"F"
202306,"Exports","02","GU","Goods",148574.0,"F"
202306,"Exports","02","HK","Goods",21991173.0,"F"
202306,"Exports","02","ID","Goods",18923311.0,"F"
202306,"Exports","02","IE","Goods",439840.0,"F"
202306,"Exports","02","IN","Goods",369451.0,"F"
202306,"Exports","02","IT","Goods",4925443.0,"F"
202306,"Exports","02","JM","Goods",1397041.0,"F"
202306,"Exports","02","JO","Goods",11142740.0,"F"
202306,"Exports","02","JP","Goods",95438734.0,"F"
202306,"Exports","02","KH","Goods",323846.0,"F"
202306,"Exports","02","KI","Goods",567258.0,"F"
202306,"Exports","02","KR","Goods",52408413.0,"F"
202306,"Exports","02","KW","Goods",3422654.0,"F"
202306,"Exports","02","LC","Goods",433454.0,"F"
202306,"Exports","02","LV","Goods",197633.0,"F"
202306,"Exports","02","MH","Goods",18879.0,"F"
202306,"Exports","02","MQ","Goods",761744.0,"F"
202306,"Exports","02","MT","Goods",429257.0,"F"
202306,"Exports","02","MU","Goods",2195206.0,"F"
202306,"Exports","02","MX","Goods",512830.0,"F"
202306,"Exports","02","MY","Goods",20567468.0,"F"
202306,"Exports","02","NC","Goods",2493847.0,"F"
202306,"Exports","02","NL","Goods",110523897.0,"F"
202306,"Exports","02","NO","Goods",3092675.0,"F"
202306,"Exports","02","NR","Goods",34299.0,"F"
202306,"Exports","02","NU","Goods",119878.0,"F"
202306,"Exports","02","OM","Goods",4093884.0,"F"
202306,"Exports","02","PF","Goods",12372518.0,"F"
202306,"Exports","02","PG","Goods",6210571.0,"F"
202306,"Exports","02","PH","Goods",8014559.0,"F"
202306,"Exports","02","PT","Goods",4259675.0,"F"
202306,"Exports","02","QA","Goods",1551613.0,"F"
202306,"Exports","02","RE","Goods",1115239.0,"F"
202306,"Exports","02","SA","Goods",26136476.0,"F"
202306,"Exports","02","SB","Goods",438265.0,"F"
202306,"Exports","02","SE","Goods",17765821.0,"F"
202306,"Exports","02","SG","Goods",13346657.0,"F"
202306,"Exports","02","SI","Goods",207860.0,"F"
202306,"Exports","02","SK","Goods",196068.0,"F"
202306,"Exports","02","SN","Goods",116769.0,"F"
202306,"Exports","02","TH","Goods",6985681.0,"F"
202306,"Exports","02","TN","Goods",105501.0,"F"
202306,"Exports","02","TO","Goods",1010916.0,"F"
202306,"Exports","02","TOT","Goods",2589953049.0,"F"
202306,"Exports","02","TR","Goods",410553.0,"F"
202306,"Exports","02","TT","Goods",3491903.0,"F"
202306,"Exports","02","TV","Goods",142231.0,"F"
202306,"Exports","02","TW","Goods",89016379.0,"F"
202306,"Exports","02","US","Goods",708307175.0,"F"
202306,"Exports","02","VN","Goods",3232057.0,"F"
202306,"Exports","02","VU","Goods",804323.0,"F"
202306,"Exports","02","WF","Goods",726990.0,"F"
202306,"Exports","02","WS","Goods",1478258.0,"F"
202306,"Exports","02","ZA","Goods",1016428.0,"F"
202306,"Exports","0201","AE","Goods",7457887.0,"F"
202306,"Exports","0201","AU","Goods",1572992.0,"F"
202306,"Exports","0201","BE","Goods",1590691.0,"F"
202306,"Exports","0201","BH","Goods",2010185.0,"F"
202306,"Exports","0201","CA","Goods",3341641.0,"F"
202306,"Exports","0201","CH","Goods",30339.0,"F"
202306,"Exports","0201","CK","Goods",413482.0,"F"
202306,"Exports","0201","CN","Goods",33830242.0,"F"
202306,"Exports","0201","DE","Goods",4137753.0,"F"
202306,"Exports","0201","DK","Goods",896684.0,"F"
202306,"Exports","0201","FJ","Goods",260043.0,"F"
202306,"Exports","0201","FR","Goods",82663.0,"F"
202306,"Exports","0201","GB","Goods",2120250.0,"F"
202306,"Exports","0201","HK","Goods",2953288.0,"F"
202306,"Exports","0201","IT","Goods",27404.0,"F"
202306,"Exports","0201","JP","Goods",13641378.0,"F"
202306,"Exports","0201","KR","Goods",58586.0,"F"
202306,"Exports","0201","KW","Goods",1896048.0,"F"
202306,"Exports","0201","MY","Goods",12932.0,"F"
202306,"Exports","0201","NC","Goods",2163206.0,"F"
202306,"Exports","0201","NL","Goods",3532103.0,"F"
202306,"Exports","0201","NU","Goods",2837.0,"F"
202306,"Exports","0201","OM","Goods",2047639.0,"F"
202306,"Exports","0201","PF","Goods",7610950.0,"F"
202306,"Exports","0201","QA","Goods",1191634.0,"F"
202306,"Exports","0201","SA","Goods",1698967.0,"F"
202306,"Exports","0201","SG","Goods",7111237.0,"F"
202306,"Exports","0201","TH","Goods",252089.0,"F"
202306,"Exports","0201","TO","Goods",1060.0,"F"
202306,"Exports","0201","TW","Goods",4341687.0,"F"
202306,"Exports","0201","US","Goods",36124553.0,"F"
202306,"Exports","0201","VN","Goods",425275.0,"F"
202306,"Exports","0201","WF","Goods",538521.0,"F"
202306,"Exports","0201","WS","Goods",4803.0,"F"
202306,"Exports","0202","AE","Goods",134665.0,"F"
202306,"Exports","0202","AS","Goods",799355.0,"F"
202306,"Exports","0202","AU","Goods",2707949.0,"F"
202306,"Exports","0202","BB","Goods",875814.0,"F"
202306,"Exports","0202","BE","Goods",3289065.0,"F"
202306,"Exports","0202","BH","Goods",26104.0,"F"
202306,"Exports","0202","CA","Goods",25465583.0,"F"
202306,"Exports","0202","CK","Goods",628380.0,"F"
202306,"Exports","0202","CN","Goods",445642386.0,"F"
202306,"Exports","0202","CY","Goods",301367.0,"F"
202306,"Exports","0202","DE","Goods",3905210.0,"F"
202306,"Exports","0202","DK","Goods",284137.0,"F"
202306,"Exports","0202","ES","Goods",469394.0,"F"
202306,"Exports","0202","FJ","Goods",415637.0,"F"
202306,"Exports","0202","FR","Goods",344073.0,"F"
202306,"Exports","0202","GB","Goods",2637297.0,"F"
202306,"Exports","0202","GU","Goods",127064.0,"F"
202306,"Exports","0202","HK","Goods",8791304.0,"F"
202306,"Exports","0202","ID","Goods",10560064.0,"F"
202306,"Exports","0202","IT","Goods",677795.0,"F"
202306,"Exports","0202","JM","Goods",1050688.0,"F"
202306,"Exports","0202","JP","Goods",44982809.0,"F"
202306,"Exports","0202","KH","Goods",269597.0,"F"
202306,"Exports","0202","KI","Goods",209156.0,"F"
202306,"Exports","0202","KR","Goods",35367666.0,"F"
202306,"Exports","0202","LC","Goods",384041.0,"F"
202306,"Exports","0202","MH","Goods",3069.0,"F"
202306,"Exports","0202","MU","Goods",12150.0,"F"
202306,"Exports","0202","MY","Goods",9143076.0,"F"
202306,"Exports","0202","NC","Goods",46650.0,"F"
202306,"Exports","0202","NL","Goods",12331880.0,"F"
202306,"Exports","0202","NO","Goods",891607.0,"F"
202306,"Exports","0202","NU","Goods",17225.0,"F"
202306,"Exports","0202","OM","Goods",368428.0,"F"
202306,"Exports","0202","PF","Goods",2526184.0,"F"
202306,"Exports","0202","PG","Goods",1683281.0,"F"
202306,"Exports","0202","PH","Goods",7137163.0,"F"
202306,"Exports","0202","PT","Goods",644901.0,"F"
202306,"Exports","0202","SA","Goods",955505.0,"F"
202306,"Exports","0202","SB","Goods",107108.0,"F"
202306,"Exports","0202","SE","Goods",1070097.0,"F"
202306,"Exports","0202","SG","Goods",1562579.0,"F"
202306,"Exports","0202","TH","Goods",4866915.0,"F"
202306,"Exports","0202","TO","Goods",624082.0,"F"
202306,"Exports","0202","TR","Goods",410553.0,"F"
202306,"Exports","0202","TT","Goods",772526.0,"F"
202306,"Exports","0202","TV","Goods",3009.0,"F"
202306,"Exports","0202","TW","Goods",50088508.0,"F"
202306,"Exports","0202","US","Goods",506352295.0,"F"
202306,"Exports","0202","VN","Goods",1880279.0,"F"
202306,"Exports","0202","WF","Goods",97254.0,"F"
202306,"Exports","0202","WS","Goods",1008632.0,"F"
202306,"Exports","0203","AU","Goods",70544.0,"F"
202306,"Exports","0203","CK","Goods",69990.0,"F"
202306,"Exports","0203","FJ","Goods",565422.0,"F"
202306,"Exports","0203","KI","Goods",37972.0,"F"
202306,"Exports","0203","NU","Goods",9236.0,"F"
202306,"Exports","0203","PG","Goods",230386.0,"F"
202306,"Exports","0203","TO","Goods",57919.0,"F"
202306,"Exports","0203","VU","Goods",53444.0,"F"
202306,"Exports","0203","WS","Goods",63636.0,"F"
202306,"Exports","0204","AE","Goods",1449578.0,"F"
202306,"Exports","0204","AU","Goods",163874.0,"F"
202306,"Exports","0204","BB","Goods",1584906.0,"F"
202306,"Exports","0204","BE","Goods",42049561.0,"F"
202306,"Exports","0204","BH","Goods",1533637.0,"F"
202306,"Exports","0204","BS","Goods",406834.0,"F"
202306,"Exports","0204","CA","Goods",23504105.0,"F"
202306,"Exports","0204","CH","Goods",6405556.0,"F"
202306,"Exports","0204","CK","Goods",397162.0,"F"
202306,"Exports","0204","CN","Goods",408517504.0,"F"
202306,"Exports","0204","CY","Goods",1594125.0,"F"
202306,"Exports","0204","CZ","Goods",221992.0,"F"
202306,"Exports","0204","DE","Goods",61353868.0,"F"
202306,"Exports","0204","DK","Goods",1449103.0,"F"
202306,"Exports","0204","EE","Goods",372075.0,"F"
202306,"Exports","0204","ES","Goods",3655181.0,"F"
202306,"Exports","0204","FI","Goods",241387.0,"F"
202306,"Exports","0204","FJ","Goods",5871284.0,"F"
202306,"Exports","0204","FO","Goods",241824.0,"F"
202306,"Exports","0204","FR","Goods",31376086.0,"F"
202306,"Exports","0204","GA","Goods",246924.0,"F"
202306,"Exports","0204","GB","Goods",90720222.0,"F"
202306,"Exports","0204","GP","Goods",1775166.0,"F"
202306,"Exports","0204","GR","Goods",10895476.0,"F"
202306,"Exports","0204","HK","Goods",7923874.0,"F"
202306,"Exports","0204","IE","Goods",439840.0,"F"
202306,"Exports","0204","IN","Goods",369451.0,"F"
202306,"Exports","0204","IT","Goods",3474875.0,"F"
202306,"Exports","0204","JO","Goods",11040841.0,"F"
202306,"Exports","0204","JP","Goods",16351912.0,"F"
202306,"Exports","0204","KH","Goods",54249.0,"F"
202306,"Exports","0204","KI","Goods",119961.0,"F"
202306,"Exports","0204","KR","Goods",3717026.0,"F"
202306,"Exports","0204","KW","Goods",1526606.0,"F"
202306,"Exports","0204","LC","Goods",28464.0,"F"
202306,"Exports","0204","LV","Goods",197633.0,"F"
202306,"Exports","0204","MH","Goods",13116.0,"F"
202306,"Exports","0204","MQ","Goods",761744.0,"F"
202306,"Exports","0204","MT","Goods",429257.0,"F"
202306,"Exports","0204","MU","Goods",1674372.0,"F"
202306,"Exports","0204","MX","Goods",512830.0,"F"
202306,"Exports","0204","MY","Goods",10860529.0,"F"
202306,"Exports","0204","NC","Goods",190736.0,"F"
202306,"Exports","0204","NL","Goods",88723489.0,"F"
202306,"Exports","0204","NO","Goods",1962654.0,"F"
202306,"Exports","0204","NU","Goods",15157.0,"F"
202306,"Exports","0204","OM","Goods",1677817.0,"F"
202306,"Exports","0204","PF","Goods",1559611.0,"F"
202306,"Exports","0204","PG","Goods",446208.0,"F"
202306,"Exports","0204","PH","Goods",469732.0,"F"
202306,"Exports","0204","PT","Goods",3609440.0,"F"
202306,"Exports","0204","QA","Goods",300611.0,"F"
202306,"Exports","0204","RE","Goods",930385.0,"F"
202306,"Exports","0204","SA","Goods",16651122.0,"F"
202306,"Exports","0204","SB","Goods",35577.0,"F"
202306,"Exports","0204","SE","Goods",15089867.0,"F"
202306,"Exports","0204","SG","Goods",3128842.0,"F"
202306,"Exports","0204","SI","Goods",207860.0,"F"
202306,"Exports","0204","SK","Goods",193079.0,"F"
202306,"Exports","0204","SN","Goods",27050.0,"F"
202306,"Exports","0204","TH","Goods",955812.0,"F"
202306,"Exports","0204","TO","Goods",22562.0,"F"
202306,"Exports","0204","TT","Goods",2702832.0,"F"
202306,"Exports","0204","TV","Goods",8363.0,"F"
202306,"Exports","0204","TW","Goods",30595244.0,"F"
202306,"Exports","0204","US","Goods",139864745.0,"F"
202306,"Exports","0204","VN","Goods",926503.0,"F"
202306,"Exports","0204","VU","Goods",29645.0,"F"
202306,"Exports","0204","WF","Goods",68948.0,"F"
202306,"Exports","0204","WS","Goods",110868.0,"F"
202306,"Exports","0204","ZA","Goods",56097.0,"F"
202306,"Exports","0206","AE","Goods",896678.0,"F"
202306,"Exports","0206","AU","Goods",726083.0,"F"
202306,"Exports","0206","BB","Goods",211390.0,"F"
202306,"Exports","0206","BE","Goods",169292.0,"F"
202306,"Exports","0206","BG","Goods",83280.0,"F"
202306,"Exports","0206","BH","Goods",59523.0,"F"
202306,"Exports","0206","BS","Goods",60084.0,"F"
